club,clubLabel,venue,venueLabel,coordinates,continentLabel,country,countryLabel,capacity
http://www.wikidata.org/entity/Q757407,Atlètic Club d'Escaldes,http://www.wikidata.org/entity/Q857795,Estadi Comunal d'Aixovall,Point(1.487667 42.476389),Europe,http://www.wikidata.org/entity/Q228,Andorra,1000.0
http://www.wikidata.org/entity/Q917613,UE Engordany,http://www.wikidata.org/entity/Q857795,Estadi Comunal d'Aixovall,Point(1.487667 42.476389),Europe,http://www.wikidata.org/entity/Q228,Andorra,1000.0
http://www.wikidata.org/entity/Q994804,FC Rànger's,http://www.wikidata.org/entity/Q857795,Estadi Comunal d'Aixovall,Point(1.487667 42.476389),Europe,http://www.wikidata.org/entity/Q228,Andorra,1000.0
http://www.wikidata.org/entity/Q1386854,FC Andorra,http://www.wikidata.org/entity/Q857795,Estadi Comunal d'Aixovall,Point(1.487667 42.476389),Europe,http://www.wikidata.org/entity/Q228,Andorra,1000.0
http://www.wikidata.org/entity/Q2030793,UE Extremenya,http://www.wikidata.org/entity/Q857795,Estadi Comunal d'Aixovall,Point(1.487667 42.476389),Europe,http://www.wikidata.org/entity/Q228,Andorra,1000.0
http://www.wikidata.org/entity/Q5010401,GALAXY FCI JENLAI,http://www.wikidata.org/entity/Q857795,Estadi Comunal d'Aixovall,Point(1.487667 42.476389),Europe,http://www.wikidata.org/entity/Q228,Andorra,1000.0
http://www.wikidata.org/entity/Q5425084,FC Ordino,http://www.wikidata.org/entity/Q857795,Estadi Comunal d'Aixovall,Point(1.487667 42.476389),Europe,http://www.wikidata.org/entity/Q228,Andorra,1000.0
http://www.wikidata.org/entity/Q13044349,Q13044349,http://www.wikidata.org/entity/Q857795,Estadi Comunal d'Aixovall,Point(1.487667 42.476389),Europe,http://www.wikidata.org/entity/Q228,Andorra,1000.0
http://www.wikidata.org/entity/Q13099539,Q13099539,http://www.wikidata.org/entity/Q857795,Estadi Comunal d'Aixovall,Point(1.487667 42.476389),Europe,http://www.wikidata.org/entity/Q228,Andorra,1000.0
http://www.wikidata.org/entity/Q28205532,Q28205532,http://www.wikidata.org/entity/Q857795,Estadi Comunal d'Aixovall,Point(1.487667 42.476389),Europe,http://www.wikidata.org/entity/Q228,Andorra,1000.0
http://www.wikidata.org/entity/Q300812,St. Patrick F.C.,http://www.wikidata.org/entity/Q277740,Il-Foss,Point(14.529833333 35.879166666),Europe,http://www.wikidata.org/entity/Q233,Malta,1000.0
http://www.wikidata.org/entity/Q289343,A.C. Libertas,http://www.wikidata.org/entity/Q3654708,Campo sportivo di Borgo Maggiore,Point(12.4518 43.9351),Europe,http://www.wikidata.org/entity/Q238,San Marino,1000.0
http://www.wikidata.org/entity/Q1077477,S.S. San Giovanni,http://www.wikidata.org/entity/Q3654708,Campo sportivo di Borgo Maggiore,Point(12.4518 43.9351),Europe,http://www.wikidata.org/entity/Q238,San Marino,1000.0
http://www.wikidata.org/entity/Q525573,S.S. Murata,http://www.wikidata.org/entity/Q3654717,Campo sportivo di Montegiardino,Point(12.4821 43.9149),Europe,http://www.wikidata.org/entity/Q238,San Marino,1000.0
http://www.wikidata.org/entity/Q831921,SV Schott Jena,http://www.wikidata.org/entity/Q2312911,Q2312911,Point(11.585 50.9164),Europe,http://www.wikidata.org/entity/Q183,Germany,2.0
http://www.wikidata.org/entity/Q2134095,Q2134095,http://www.wikidata.org/entity/Q2312911,Q2312911,Point(11.585 50.9164),Europe,http://www.wikidata.org/entity/Q183,Germany,2.0
http://www.wikidata.org/entity/Q10512,Elche CF,http://www.wikidata.org/entity/Q953600,Estadio Manuel Martínez Valero,Point(-0.663333 38.266944),Europe,http://www.wikidata.org/entity/Q29,Spain,31.388
http://www.wikidata.org/entity/Q3395169,Juventus F.C. Youth Sector,http://www.wikidata.org/entity/Q2267691,Juventus Center,Point(7.61611111 44.97777778),Europe,http://www.wikidata.org/entity/Q38,Italy,400.0
http://www.wikidata.org/entity/Q1526049,Gap Connah's Quay F.C.,http://www.wikidata.org/entity/Q5251009,Deeside Stadium,Point(-3.076504 53.225338),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,420.0
http://www.wikidata.org/entity/Q6954500,NK Dob,http://www.wikidata.org/entity/Q12807307,Dob Sports Park,Point(14.6317 46.1561),Europe,http://www.wikidata.org/entity/Q215,Slovenia,400.0
http://www.wikidata.org/entity/Q4993359,Clachnacuddin F.C.,http://www.wikidata.org/entity/Q5596467,Grant Street Park,Point(-4.238 57.4859),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,154.0
http://www.wikidata.org/entity/Q2495832,Ballymoney United F.C.,http://www.wikidata.org/entity/Q7322118,Riada Stadium,Point(-6.498333 55.061667),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,218.0
http://www.wikidata.org/entity/Q2633363,Glebe Rangers F.C.,http://www.wikidata.org/entity/Q7322118,Riada Stadium,Point(-6.498333 55.061667),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,218.0
http://www.wikidata.org/entity/Q568348,Paide Linnameeskond,http://www.wikidata.org/entity/Q3436099,Paide linnastaadion,Point(25.54063 58.87845),Europe,http://www.wikidata.org/entity/Q191,Estonia,268.0
http://www.wikidata.org/entity/Q7124673,Paide Linnameeskond U21,http://www.wikidata.org/entity/Q3436099,Paide linnastaadion,Point(25.54063 58.87845),Europe,http://www.wikidata.org/entity/Q191,Estonia,268.0
http://www.wikidata.org/entity/Q21986021,SCD Independiente (Camp Redó),http://www.wikidata.org/entity/Q20987914,Q20987914,Point(2.645083333 39.587638888),Europe,http://www.wikidata.org/entity/Q29,Spain,300.0
http://www.wikidata.org/entity/Q105067244,SCD Independiente (women),http://www.wikidata.org/entity/Q20987914,Q20987914,Point(2.645083333 39.587638888),Europe,http://www.wikidata.org/entity/Q29,Spain,300.0
http://www.wikidata.org/entity/Q787093,B71 Sandoy,http://www.wikidata.org/entity/Q6035773,Inni í Dal,Point(-6.8268279 61.8586415),Europe,http://www.wikidata.org/entity/Q4628,Faroe Islands,300.0
http://www.wikidata.org/entity/Q4851741,Ballingarry A.F.C.,http://www.wikidata.org/entity/Q4811693,Astropark Ballingarry,Point(-8.869722 52.469722),Europe,http://www.wikidata.org/entity/Q27,Republic of Ireland,1000.0
http://www.wikidata.org/entity/Q2701803,AE Prat,http://www.wikidata.org/entity/Q6262207,Poliesportiu Municipal Sagnier,Point(2.082636 41.321678),Europe,http://www.wikidata.org/entity/Q29,Spain,1000.0
http://www.wikidata.org/entity/Q1387210,FC Jeunesse Canach,http://www.wikidata.org/entity/Q16605647,Stade Rue de Lenningen,Point(6.33467 49.6101),Europe,http://www.wikidata.org/entity/Q32,Luxembourg,1000.0
http://www.wikidata.org/entity/Q5424975,FC Höllviken,http://www.wikidata.org/entity/Q16514785,Höllvikens IP,Point(12.9797 55.4177),Europe,http://www.wikidata.org/entity/Q34,Sweden,1000.0
http://www.wikidata.org/entity/Q1323096,S.U. 1º de Dezembro,http://www.wikidata.org/entity/Q16154563,Campo Conde Sucena,Point(-9.37472 38.7881),Europe,http://www.wikidata.org/entity/Q45,Portugal,1000.0
http://www.wikidata.org/entity/Q7178228,Petershill F.C.,http://www.wikidata.org/entity/Q7178230,Petershill Park,Point(-4.229803 55.877761),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,1000.0
http://www.wikidata.org/entity/Q7369931,Rossvale F.C.,http://www.wikidata.org/entity/Q7178230,Petershill Park,Point(-4.229803 55.877761),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,1000.0
http://www.wikidata.org/entity/Q16849816,Selkirk F.C.,http://www.wikidata.org/entity/Q16632674,Yarrow Park,Point(-2.85716944 55.54735),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,1000.0
http://www.wikidata.org/entity/Q4671699,CS Luceafărul Oradea,http://www.wikidata.org/entity/Q16632618,Stadionul Luceafărul,Point(21.97794444 47.00741667),Europe,http://www.wikidata.org/entity/Q218,Romania,1000.0
http://www.wikidata.org/entity/Q5426146,FK Gostivar,http://www.wikidata.org/entity/Q15221997,Gradski stadion Gostivar,Point(20.916667 41.8),Europe,http://www.wikidata.org/entity/Q221,North Macedonia,1000.0
http://www.wikidata.org/entity/Q24185180,FK Flamurtari Debreše,http://www.wikidata.org/entity/Q15221997,Gradski stadion Gostivar,Point(20.916667 41.8),Europe,http://www.wikidata.org/entity/Q221,North Macedonia,1000.0
http://www.wikidata.org/entity/Q48838176,FC Genç Kalemler,http://www.wikidata.org/entity/Q15221997,Gradski stadion Gostivar,Point(20.916667 41.8),Europe,http://www.wikidata.org/entity/Q221,North Macedonia,1000.0
http://www.wikidata.org/entity/Q386670,Marsaxlokk F.C.,http://www.wikidata.org/entity/Q6773214,Marsaxlokk Ground,Point(14.544722 35.841667),Europe,http://www.wikidata.org/entity/Q233,Malta,1000.0
http://www.wikidata.org/entity/Q920281,FK Dečić,http://www.wikidata.org/entity/Q9079548,Stadion Tuško Polje,Point(19.3264 42.3599),Europe,http://www.wikidata.org/entity/Q236,Montenegro,1000.0
http://www.wikidata.org/entity/Q16959935,Vänersborgs IF,http://www.wikidata.org/entity/Q10717367,Q10717367,Point(12.3242 58.3683),Europe,http://www.wikidata.org/entity/Q34,Sweden,500.0
http://www.wikidata.org/entity/Q45219,Mbabane Highlanders F.C.,http://www.wikidata.org/entity/Q7244401,Prince of Wales Stadium,Point(-2.080556 51.910833),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,480.0
http://www.wikidata.org/entity/Q16937092,Umbelebele Jomo Cosmos FC,http://www.wikidata.org/entity/Q7244401,Prince of Wales Stadium,Point(-2.080556 51.910833),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,480.0
http://www.wikidata.org/entity/Q1808487,Oxford University A.F.C.,http://www.wikidata.org/entity/Q7357835,Roger Bannister running track,Point(-1.2431 51.7459),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,500.0
http://www.wikidata.org/entity/Q1130897,Jõhvi FC Phoenix,http://www.wikidata.org/entity/Q3740714,Jõhvi linnastaadion,Point(27.418826 59.355844),Europe,http://www.wikidata.org/entity/Q191,Estonia,500.0
http://www.wikidata.org/entity/Q3044711,FK Karaorman,http://www.wikidata.org/entity/Q5591979,Gradska Plaža Stadium,Point(20.6842 41.1728),Europe,http://www.wikidata.org/entity/Q221,North Macedonia,500.0
http://www.wikidata.org/entity/Q5426462,FK Vlaznimi,http://www.wikidata.org/entity/Q5591979,Gradska Plaža Stadium,Point(20.6842 41.1728),Europe,http://www.wikidata.org/entity/Q221,North Macedonia,500.0
http://www.wikidata.org/entity/Q30115933,FC Struga,http://www.wikidata.org/entity/Q5591979,Gradska Plaža Stadium,Point(20.6842 41.1728),Europe,http://www.wikidata.org/entity/Q221,North Macedonia,500.0
http://www.wikidata.org/entity/Q15222098,OFK Federal,http://www.wikidata.org/entity/Q15196981,Stadion Safari,Point(19.26465 41.90717),Europe,http://www.wikidata.org/entity/Q236,Montenegro,500.0
http://www.wikidata.org/entity/Q913906,F.C. Domagnano,http://www.wikidata.org/entity/Q3654711,Campo sportivo di Domagnano,Point(12.4661 43.9453),Europe,http://www.wikidata.org/entity/Q238,San Marino,500.0
http://www.wikidata.org/entity/Q704857,S.P. Tre Penne,http://www.wikidata.org/entity/Q9341095,Stadio Fonte dell'Ovo,Point(12.4427 43.9296),Europe,http://www.wikidata.org/entity/Q238,San Marino,500.0
http://www.wikidata.org/entity/Q222074,Strømmen IF,http://www.wikidata.org/entity/Q7626073,Strømmen Stadion,Point(11.003525 59.939661),Europe,http://www.wikidata.org/entity/Q20,Norway,1800.0
http://www.wikidata.org/entity/Q650869,Condal Club,http://www.wikidata.org/entity/Q259654,Estadio Alejandro Ortea,Point(-5.704167 43.391944),Europe,http://www.wikidata.org/entity/Q29,Spain,2000.0
http://www.wikidata.org/entity/Q591339,FC Differdange 03,http://www.wikidata.org/entity/Q16632623,Stade Municipal de la Ville de Differdange,Point(5.889775 49.513932),Europe,http://www.wikidata.org/entity/Q32,Luxembourg,1800.0
http://www.wikidata.org/entity/Q281878,FC Slutsk,http://www.wikidata.org/entity/Q17399576,City Stadium (Slutsk),Point(27.5461 53.0214),Europe,http://www.wikidata.org/entity/Q184,Belarus,1896.0
http://www.wikidata.org/entity/Q846368,Knattspyrnudeild UMFG,http://www.wikidata.org/entity/Q2348517,Grindavíkurvöllur,Point(-22.429628 63.844636),Europe,http://www.wikidata.org/entity/Q189,Iceland,1750.0
http://www.wikidata.org/entity/Q2050646,FK Cementarnica 55,http://www.wikidata.org/entity/Q741274,Cementarnica Stadium,Point(21.452619 41.96812),Europe,http://www.wikidata.org/entity/Q221,North Macedonia,2000.0
http://www.wikidata.org/entity/Q5426144,FK Gorno Lisiče,http://www.wikidata.org/entity/Q741274,Cementarnica Stadium,Point(21.452619 41.96812),Europe,http://www.wikidata.org/entity/Q221,North Macedonia,2000.0
http://www.wikidata.org/entity/Q933213,FK Sileks,http://www.wikidata.org/entity/Q3405290,Gradski stadion Kratovo,Point(22.1610253 42.0808178),Europe,http://www.wikidata.org/entity/Q221,North Macedonia,1800.0
http://www.wikidata.org/entity/Q155105,FC Merani Tbilisi,http://www.wikidata.org/entity/Q839989,Sinatle Stadium,Point(44.859751 41.674824),Europe,http://www.wikidata.org/entity/Q230,Georgia,2000.0
http://www.wikidata.org/entity/Q920332,FK Lovćen,http://www.wikidata.org/entity/Q950115,Stadion Obilića Poljana,Point(18.9244 42.3926),Europe,http://www.wikidata.org/entity/Q236,Montenegro,2000.0
http://www.wikidata.org/entity/Q5426104,FK Cetinje,http://www.wikidata.org/entity/Q950115,Stadion Obilića Poljana,Point(18.9244 42.3926),Europe,http://www.wikidata.org/entity/Q236,Montenegro,2000.0
http://www.wikidata.org/entity/Q287768,Argja Bóltfelag,http://www.wikidata.org/entity/Q776949,Argir Stadium,Point(-6.80277778 61.995),Europe,http://www.wikidata.org/entity/Q4628,Faroe Islands,2000.0
http://www.wikidata.org/entity/Q2760461,Kjelsås Fotball,http://www.wikidata.org/entity/Q5605217,Grefsen Stadion,Point(10.780485 59.959114),Europe,http://www.wikidata.org/entity/Q20,Norway,1420.0
http://www.wikidata.org/entity/Q600641,Elverum Fotball,http://www.wikidata.org/entity/Q11999961,Elverum stadion,Point(11.5547995 60.8879791),Europe,http://www.wikidata.org/entity/Q20,Norway,1400.0
http://www.wikidata.org/entity/Q2311865,RC Celta B,http://www.wikidata.org/entity/Q3393440,Municipal de Barreiro,Point(-8.68076 42.22861),Europe,http://www.wikidata.org/entity/Q29,Spain,1500.0
http://www.wikidata.org/entity/Q2344843,Gran Peña FC,http://www.wikidata.org/entity/Q3393440,Municipal de Barreiro,Point(-8.68076 42.22861),Europe,http://www.wikidata.org/entity/Q29,Spain,1500.0
http://www.wikidata.org/entity/Q24941280,Q24941280,http://www.wikidata.org/entity/Q5400063,Estadi Maonès,Point(4.261 39.886),Europe,http://www.wikidata.org/entity/Q29,Spain,1300.0
http://www.wikidata.org/entity/Q780509,Atlético Malagueño,http://www.wikidata.org/entity/Q5770622,Ciudad Deportiva de El Viso,Point(-4.48444444 36.71583333),Europe,http://www.wikidata.org/entity/Q29,Spain,1300.0
http://www.wikidata.org/entity/Q794970,Athletic Bilbao B,http://www.wikidata.org/entity/Q9008639,Lezama Facilities,Point(-2.83932 43.2775),Europe,http://www.wikidata.org/entity/Q29,Spain,1400.0
http://www.wikidata.org/entity/Q12873148,Q12873148,http://www.wikidata.org/entity/Q9008639,Lezama Facilities,Point(-2.83932 43.2775),Europe,http://www.wikidata.org/entity/Q29,Spain,1400.0
http://www.wikidata.org/entity/Q674799,FC Biel-Bienne,http://www.wikidata.org/entity/Q385083,Gurzelen Stadion,Point(7.26104 47.1453),Europe,http://www.wikidata.org/entity/Q39,Switzerland,1500.0
http://www.wikidata.org/entity/Q24993283,AFC Varndeanians F.C.,http://www.wikidata.org/entity/Q732996,Withdean Stadium,Point(-0.158888888 50.851944444),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,1350.0
http://www.wikidata.org/entity/Q656134,Albion Rovers F.C.,http://www.wikidata.org/entity/Q5133356,Cliftonhill,Point(-4.01139 55.8603),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,1238.0
http://www.wikidata.org/entity/Q4863637,ND Beltinci,http://www.wikidata.org/entity/Q16070588,Beltinci Sports Park,Point(16.2292 46.6075),Europe,http://www.wikidata.org/entity/Q215,Slovenia,1441.0
http://www.wikidata.org/entity/Q12797559,NK Beltinci,http://www.wikidata.org/entity/Q16070588,Beltinci Sports Park,Point(16.2292 46.6075),Europe,http://www.wikidata.org/entity/Q215,Slovenia,1441.0
http://www.wikidata.org/entity/Q1392484,FK Turnovo,http://www.wikidata.org/entity/Q3405411,Stadion Kukuš,Point(22.7689 41.4375),Europe,http://www.wikidata.org/entity/Q221,North Macedonia,1500.0
http://www.wikidata.org/entity/Q537560,OFK Petrovac,http://www.wikidata.org/entity/Q508286,Stadion pod Malim Brdom,Point(18.945928 42.203591),Europe,http://www.wikidata.org/entity/Q236,Montenegro,1500.0
http://www.wikidata.org/entity/Q6954613,NK Zavrč,http://www.wikidata.org/entity/Q16632743,Zavrč Sports Park,Point(16.0481 46.3833),Europe,http://www.wikidata.org/entity/Q215,Slovenia,1200.0
http://www.wikidata.org/entity/Q1452879,SC Bonifika,http://www.wikidata.org/entity/Q16632802,Rajko Štolfa Stadium,Point(13.8717 45.7058),Europe,http://www.wikidata.org/entity/Q215,Slovenia,1200.0
http://www.wikidata.org/entity/Q6592551,MND Tabor Sežana,http://www.wikidata.org/entity/Q16632802,Rajko Štolfa Stadium,Point(13.8717 45.7058),Europe,http://www.wikidata.org/entity/Q215,Slovenia,1200.0
http://www.wikidata.org/entity/Q5459751,Flisbyen BK,http://www.wikidata.org/entity/Q3240896,Lillestrøm Stadion,Point(11.068333 59.960833),Europe,http://www.wikidata.org/entity/Q20,Norway,750.0
http://www.wikidata.org/entity/Q2581629,AC Kajaani,http://www.wikidata.org/entity/Q11869077,Kajaani sports park,Point(27.7272 64.2206),Europe,http://www.wikidata.org/entity/Q33,Finland,800.0
http://www.wikidata.org/entity/Q26723835,FC Wimma,http://www.wikidata.org/entity/Q11869077,Kajaani sports park,Point(27.7272 64.2206),Europe,http://www.wikidata.org/entity/Q33,Finland,800.0
http://www.wikidata.org/entity/Q11898782,Turun Pallokerho,http://www.wikidata.org/entity/Q18662497,Turku Sports Park upper field,Point(22.265833055 60.443056111),Europe,http://www.wikidata.org/entity/Q33,Finland,730.0
http://www.wikidata.org/entity/Q1257402,Hallam F.C.,http://www.wikidata.org/entity/Q3948352,Sandygate Road,Point(-1.53122 53.3764),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,700.0
http://www.wikidata.org/entity/Q5759580,Highmoor Ibis F.C.,http://www.wikidata.org/entity/Q7128260,Palmer Park Stadium,Point(-0.936944 51.451944),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,780.0
http://www.wikidata.org/entity/Q5604347,Greenock Juniors F.C.,http://www.wikidata.org/entity/Q7296515,Ravenscraig Stadium,Point(-4.813056 55.940278),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,650.0
http://www.wikidata.org/entity/Q752339,Nõmme Kalju FC,http://www.wikidata.org/entity/Q2563925,Hiiu Stadium,Point(24.659603 59.385456),Europe,http://www.wikidata.org/entity/Q191,Estonia,650.0
http://www.wikidata.org/entity/Q12371238,JK Nõmme Kalju II,http://www.wikidata.org/entity/Q2563925,Hiiu Stadium,Point(24.659603 59.385456),Europe,http://www.wikidata.org/entity/Q191,Estonia,650.0
http://www.wikidata.org/entity/Q726451,JK Sillamäe Kalev,http://www.wikidata.org/entity/Q3436085,Sillamäe Kalevi Stadium,Point(27.772594 59.394967),Europe,http://www.wikidata.org/entity/Q191,Estonia,800.0
http://www.wikidata.org/entity/Q3737044,NK Šmartno 1928,http://www.wikidata.org/entity/Q16632809,Šmartno Stadium,Point(15.0364 46.3303),Europe,http://www.wikidata.org/entity/Q215,Slovenia,717.0
http://www.wikidata.org/entity/Q13403112,NK Šmartno ob Paki,http://www.wikidata.org/entity/Q16632809,Šmartno Stadium,Point(15.0364 46.3303),Europe,http://www.wikidata.org/entity/Q215,Slovenia,717.0
http://www.wikidata.org/entity/Q31420,NK Aluminij,http://www.wikidata.org/entity/Q16632819,Kidričevo Sports Park,Point(15.7897 46.4078),Europe,http://www.wikidata.org/entity/Q215,Slovenia,600.0
http://www.wikidata.org/entity/Q5014496,CS Tricolorul Breaza,http://www.wikidata.org/entity/Q7596444,Stadionul Parc,Point(25.657778 45.181944),Europe,http://www.wikidata.org/entity/Q218,Romania,800.0
http://www.wikidata.org/entity/Q343030,Ħamrun Spartans F.C.,http://www.wikidata.org/entity/Q312415,Victor Tedesco Stadium,Point(14.4925 35.8873),Europe,http://www.wikidata.org/entity/Q233,Malta,858.0
http://www.wikidata.org/entity/Q16845326,Msida Lions SFC,http://www.wikidata.org/entity/Q312415,Victor Tedesco Stadium,Point(14.4925 35.8873),Europe,http://www.wikidata.org/entity/Q233,Malta,858.0
http://www.wikidata.org/entity/Q749073,Rabat Ajax F.C.,http://www.wikidata.org/entity/Q7278502,Rabat Ajax Football Ground,Point(14.40138889 35.89277778),Europe,http://www.wikidata.org/entity/Q233,Malta,700.0
http://www.wikidata.org/entity/Q391790,Mosta F.C.,http://www.wikidata.org/entity/Q13390049,Mosta Ground,Point(14.43472222 35.90472222),Europe,http://www.wikidata.org/entity/Q233,Malta,600.0
http://www.wikidata.org/entity/Q7530160,Sirens F.C.,http://www.wikidata.org/entity/Q16632525,Sirens Stadium,Point(14.4148 35.9453),Europe,http://www.wikidata.org/entity/Q233,Malta,600.0
http://www.wikidata.org/entity/Q484990,St. Andrews F.C.,http://www.wikidata.org/entity/Q39049589,Luxol Stadium,Point(14.475277777 35.923888888),Europe,http://www.wikidata.org/entity/Q233,Malta,800.0
http://www.wikidata.org/entity/Q6130823,Q6130823,http://www.wikidata.org/entity/Q5848261,Q5848261,Point(-15.490694444 28.046222222),Europe,http://www.wikidata.org/entity/Q29,Spain,1100.0
http://www.wikidata.org/entity/Q2480155,FK Jonava,http://www.wikidata.org/entity/Q190786,Central stadium of Jonava,Point(24.271389 55.078056),Europe,http://www.wikidata.org/entity/Q37,Lithuania,1008.0
http://www.wikidata.org/entity/Q3601108,Dafnis B.C.,http://www.wikidata.org/entity/Q5208357,Dafni Indoor Hall,Point(23.73045 37.94645),Europe,http://www.wikidata.org/entity/Q41,Greece,1200.0
http://www.wikidata.org/entity/Q2373463,Larne F.C.,http://www.wikidata.org/entity/Q15228765,Inver Park,Point(-5.82625833 54.84980278),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,1100.0
http://www.wikidata.org/entity/Q5290925,VCD Athletic F.C.,http://www.wikidata.org/entity/Q110867780,The Oakwood,Point(0.1701948 51.455295),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,1180.0
http://www.wikidata.org/entity/Q477830,JK Narva Trans,http://www.wikidata.org/entity/Q618519,Narva Kreenholmi Stadium,Point(28.18465 59.36347),Europe,http://www.wikidata.org/entity/Q191,Estonia,1065.0
http://www.wikidata.org/entity/Q669543,Viljandi JK Tulevik,http://www.wikidata.org/entity/Q772839,Viljandi linnastaadion,Point(25.607033 58.361156),Europe,http://www.wikidata.org/entity/Q191,Estonia,1006.0
http://www.wikidata.org/entity/Q25047647,Viljandi JK Tulevik II,http://www.wikidata.org/entity/Q772839,Viljandi linnastaadion,Point(25.607033 58.361156),Europe,http://www.wikidata.org/entity/Q191,Estonia,1006.0
